Plaque	Well	Starting fly	Death before 29C	Death after 29C	Total live fly	Bloating	Percent Bloating	Number of eggs	Tumor presence	Tumor percent corrected	Percent survival	Comments	RackNo	RackPos	CATNUM	mol weight Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description
5	9F	3	0	0	3	3	1	5		0	1		05	9F	D4007	252.27509	5,5-Diphenylhydantoin	Phenytoin	Anticonvulsant				Anticonvulsant; appears to stabilize excitable membranes perhaps through effects on Na+, K+, and Ca2+ channels
5	9G	4	1	0	3	2	0.666666667	15		0	1		05	9G	SML0586	326.17616	Lomeguatrib	2-Amino-6-[(4-bromo-2-thienyl)methoxy]-9H-purine, O6-(4-bromothenyl)guanine	Gene Regulation	Enzyme	Inhibitor	MGMT	Highly potent inactivator of O(6)-methylguanine-DNA methyltransferase (MGMT).
5	9H	4	0	1	3	2	0.666666667	10		0	0.75		05	9H	D4434	288.85669	Clodronic acid	Cl2MDP; Clodronic acid disodium magnesium salt; DMDP	Cytoskeleton and ECM	Enzyme	Inhibitor	MMP1 / collagenase	Matrix metalloproteinase 1 (MMP1) and collagenase inhibitor
5	10A	4	0	0	4	3	0.75	10		0	1		05	10A	D4505	274.25692	Phenytoin sodium	5,5-Diphenylhydantoin sodium	Anticonvulsant				Anticonvulsant; anti-epileptic
5	10B	4	0	0	4	2	0.5	35		0	1		05	10B	D4526	315.84629	Doxepin hydrochloride		Adrenoceptor		Inhibitor	Uptake	Antidepressant; antipruritic
5	10C	4	0	2	2	1	0.5	30	3	1.5	0.5	1 mouche est morte et bloating	05	10C	P152	248.3277	S(-)-Pindolol		Adrenergic		Antagonist	beta	Beta adrenergic receptor antagonist; vasodilator. Non-selective 5-HT1 serotonin receptor ligand.
5	10D	4	0	1	3	0	0	10	0	0	0.75		05	10D	D5290	183.20886	(-)-alpha-Methylnorepinephrine	Levonordefrin; (-)-3,4-Dihydroxynorephedrine	Adrenoceptor		Agonist		Active enantiomer; adrenoceptor agonist; vasoconstrictor; antihypertensive
5	10E	4	0	1	3	3	1	15		0	0.75		05	10E	D5294	677.62567	Dilazep hydrochloride	Cormelian	Adenosine		Inhibitor	Uptake	Adenosine uptake inhibitor
5	10F	4	0	1	3	2	0.666666667	15		0	0.75	1 mouche est morte et bloating	05	10F	G7795	332.53102	Ganaxolone	3a-Hydroxy-3beta-methyl-5a-pregnan-20-one	GABA		Modulator	GABA-A	Positive allosteric modulator of GABA-A receptors
5	10G	4	0	0	4	2	0.5	25		0	1		05	10G	D5385	180.16741	1,7-Dimethylxanthine	Paraxanthine	Adenosine		Antagonist	A1 > A2	Adenosine receptor ligand; major metabolite of caffeine
5	10H	4	0	0	4	3	0.75	15		0	1		05	10H	D5439	218.2111	2,3-Dimethoxy-1,4-naphthoquinone	DMNQ	Cell Stress		Modulator		Redox cycling agent used to study role of ROS (reactive oxygen species)
5	11A	4	0	1	3	3	1	5		0	0.75		05	11A	D5564	178.14577	Daphnetin	7,8-Dihydroxycoumarin	Phosphorylation	Enzyme	Inhibitor	PK	Protein kinase (PK) inhibitor
5	11B	4	0	0	4	2	0.5	15		0	1		05	11B	D5689	246.31176	DM 235		Nootropic				Potent nootropic agent
5	11C	4	0	0	4	2	0.5	25		0	1		05	11C	D5766	113.16067	5,5-Dimethyl-1-pyrroline-N-oxide	DMPO	Cell Stress	Enzyme	Inhibitor	Antioxidant	Neuroprotective agent
5	11D	4	0	0	4	2	0.5	45		0	1		05	11D	D5782	211.22226	2',3'-dideoxycytidine	ddC	Immune System	Enzyme	Inhibitor	Reverse Transcriptase	Nucleoside analog; reverse transcriptase inhibitor; antiviral
5	11E	4	1	0	3	3	1	20		0	1		05	11E	D5794	489.59175	Diacylglycerol Kinase Inhibitor II	R59949	Phosphorylation	Enzyme	Inhibitor	Diacylglycerol kinase	Diacylglycerol kinase inhibitor
5	11F	4	0	1	3	0	0	25	2	0.666666667	0.75		05	11F	C0494	360.43787	Cambinol	NSC-1125476; Tetrahydro-5-[(2-hydroxy-1-naphthalenyl)methyl]-6-phenyl-2-thioxo-4(1H)-Pyrimidinone	Gene Regulation	Enzyme	Inhibitor	SIRT1/2	Sirtuin (Human Silent Information Regulator) Type 1/2 Inhibitor.
5	11G	4	0	1	3	2	0.666666667	25		0	0.75	1 mouche est morte et bloating	05	11G	SML0940	331.81752	Nepicastat hydrochloride 	"5-(Aminomethyl)-1-[(2S)-5,7-difluoro-1,2,3,4-tetrahydro-2-naphthalenyl]-1,3-dihydro-2H-imidazole-2-thione hydrochloride, SYN-117 

"	Dopamine	Enzyme	Inhibitor	dopamine ß-hydroxylase 	Nepicastat is a potent and selective dopamine ß-hydroxylase inhibitor with an IC50 of 9 nM and negligible affinity (>10 µM) for twelve other enzymes and thirteen neurotransmitter receptors tested. 
5	11H	4	0	1	3	3	1	5		0	0.75		05	11H	D5891	318.20303	1,1-Dimethyl-4-phenyl-piperazinium iodide	DMPP	Cholinergic		Agonist		Nicotinic acetylcholine receptor agonist
6	2A	4	0	0	4	0	0	5	1	0.25	1		06	2A	P9248	360.35061	PD 169316	4-(4-Fluorophenyl)-2-(4-nitrophenyl)-5-(4-pyridyl)-1H-imidazole	Phosphorylation	Enzyme	Inhibitor	p38 MAP kinase	Potent, cell permeable and selective p38 MAP kinase inhibitor; nM potency
6	2B	4	0	0	4	2	0.5	20		0	1		06	2B	D6035	437.48009	Disopyramide phosphate		K+ Channel		Modulator		K+ channel modulator; anti-arrhythmic; cardiac depressant
6	2C	4	0	0	4	1	0.25	5	4	1	1		06	2C	D6140	501.32409	Demeclocycline hydrochloride	7-chloro-6-demethyltetracycline hydrochloride	Antibiotic			Protein synthesis	Tetracycline antibiotic; interferes with protein synthesis
6	2D	4	0	0	4	0	0	40	3	0.75	1		06	2D	D6518	393.35351	Diethylenetriaminepentaacetic acid	Pentetic acid; DTPA	Biochemistry	Enzyme	Inhibitor	Zn2+-dependent protease	Zinc-dependent proteases carboxypeptidase A and aminopeptidase N inhibitor; chelating agent
6	2E	4	0	2	2	1	0.5	15	2	1	0.5	1 mouche est morte et bloating	06	2E	D6899	318.1371	Diclofenac sodium	2-[(2,6-Dichlorophenyl)amino]benzeneacetic acid sodium	Prostaglandin	Enzyme	Inhibitor	COX	Cyclooxygenase inhibitor; anti-inflammatory
6	2F	4	0	1	3	2	0.666666667	5		0	0.75		06	2F	SML0601	524.68988	BPTES	Bis-2-(5-phenylacetamido-1,3,4-thiadiazol-2-yl)ethyl sulfide	Oxidative Stress	Enzyme	Inhibitor	GLS1	Selective inhibitor of Glutaminase GLS1.
6	2G	4	0	0	4	3	0.75	35		0	1		06	2G	D6940	209.72102	R-(-)-Desmethyldeprenyl hydrochloride	 L-Nordeprenyl hydrochloride	Neurotransmission	Enzyme	Inhibitor	MAO-B	MAO-B inhibitor; metabolite of L-deprenyl
6	2H	4	0	0	4	0	0	10	0	0	1		06	2H	D7505	156.18866	2,2'-Bipyridyl	alpha,alpha'-Bipyridyl	Biochemistry	Enzyme	Inhibitor	Metalloprotease	Metalloprotease inhibitor
6	3A	4	0	0	4	1	0.25	10	3	0.75	1		06	3A	D7644	339.48478	Disopyramide	alpha-Diisopropylaminoethyl-alpha-phenylpyridine-2-acetamide	Na+ Channel		Blocker		Sodium channel blocker; class IA antiarrhythmic
6	3B	4	0	0	4	4	1	10		0	1		06	3B	D7802	254.24455	Daidzein	7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one	Cell Cycle	Enzyme	Inhibitor	Aldehyde dehydrogenase	Isoflavonoid cytostatic agent that arrests the cell cycle at G1; inhibitor of mitochondrial aldehyde dehydrogenase
6	3C	4	0	1	3	1	0.333333333	40	2	0.666666667	0.75		06	3C	C1493	492.53341	Cilnidipine	1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylic acid 2-methoxyethyl (2E)-3-phenyl-2-propenyl ester	Ca2+ Channels		Blocker	L-type	Slow-acting Ca2+ channel blocker; antihypertensive; vasodilator. Does not inhibit PKC.
6	3D	4	0	0	4	3	0.75	15		0	1		06	3D	D7909	345.95727	Dicyclomine hydrochloride	2-(Diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate hydrochloride	Cholinergic		Antagonist	Muscarinic	Competitive muscarinic acetylcholine receptor antagonist
6	3E	4	0	1	3	3	1	15		0	0.75	1 mouche est morte et bloating	06	3E	D7910	215.03703	3,4-Dichloroisocoumarin	3,4-DCI	Biochemistry	Enzyme	Inhibitor	Serine Protease	Serine protease inhibitor
6	3F	4	0	2	2	1	0.5	10	2	1	0.5		06	3F	D7938	297.61685	DBO-83	3-(6-Chloro-3-pyridazinyl)-3,8-diazabicyclo[3.2.1]octane dihydrochloride	Cholinergic		Agonist	Nicotinic	Nicotinic acetylcholine receptor agonist
6	3G	4	0	0	4	2	0.5	15		0	1		06	3G	D8008	336.5629	7,7-Dimethyl-(5Z,8Z)-eicosadienoic acid	DEDA	Lipid	Enzyme	Inhibitor	PLA2 / Lipoxygenase	Phospholipase A2 and lipoxygenase inhibitor
6	3H	4	0	0	4	2	0.5	15		0	1		06	3H	D8040	465.4431	(±) trans-U-50488 methanesulfonate	"trans-(±)-3,4-Dichloro-
N-methyl-N-[2-(1-pyrrolidinyl)-cyclohexyl]-benzeneacetamide methanesulfonate"	Opioid		Agonist	kappa	Selective kappa opioid receptor agonist.
6	4A	4	0	0	4	4	1	10		0	1		06	4A	D6938	308.33697	"Bisdemethoxycurcumin 
"	"(1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione
"	Ion Channels		Inhibitor		Bisdemethoxycurcumin (BDMC) is a derivative or curcumin, and represents one of the major active components of curcumin products isolated from Curcumae sp.
6	4B	4	0	1	3	3	1	10		0	0.75		06	4B	I6659	270.28758	Imperatorin	9-[(3-Methyl-2-buten-1-yl)oxy]-7h-furo[3,2-g][1]benzopyran-7-one	Phosphorylation	Enzyme	Modulator	p38 / ERK	A modulator of p38, ERK pathway. Imperatorin increases BMP-2 expression (mRNA) and increases bone density/volume and mineralization in vivo.
6	4C	4	0	0	4	2	0.5	5		0	1		06	4C	SML1085	320.41617	Retro-2    	2,3-Dihydro-2-(5-methyl-2-thienyl)-3-phenyl-4(1H)-quinazolinone	Cell Signaling and Neuroscience		Inhibitor		Retro-2 is a non-toxic inhibitor of the endosome-to-Golgi retrograde transport that selectively protect cells from ricin, cholera toxin, and Shiga-like toxins
6	4D	3	0	1	2	1	0.5	30	1	0.5	0.666666667	1 mouche est morte et bloating	06	4D	C0256	546.34363	Cytidine 5'-diphosphocholine sodium salt hydrate	Citicholine sodium	Lipid Signaling	Enzyme	Inhibitor	PLA2	Neuroprotective in situations of hypoxia and ischemic; cerebral vasodilator; inhibits PLA2 activation.
6	4E	4	0	2	2	1	0.5	5	0	0	0.5		06	4E	SMl1195	332.8769	Palonosetron hydrochloride 	"2-[(3S)-1-Azabicyclo[2.2.2]oct-3-yl]-2,3,3a,4,5,6-hexahydro-1H-Benz[de]isoquinolin-1-ne hydrochloride (1:1), RS 25259-197 

"	"Serotonergics 
"		Antagonist	5-HT3	"Palonosetron is a potent and selective 5-HT3 receptor antagonist (Aloxi) used in the prevention and treatment of chemotherapy-induced nausea and vomiting (CINV). 
"
6	4F	4	0	2	2	1	0.5	10	2	1	0.5	1 mouche est morte et bloating	06	4F	D8555	436.61829	N,N-Dihexyl-2-(4-fluorophenyl)indole-3-acetamide	FGIN-1-27	Benzodiazepine		Ligand	Mitochondria	High affinity ligand for glial mitochondrial benzodiazepine receptors
6	4G	4	0	1	3	2	0.666666667	10		0	0.75		06	4G	D9071	439.94897	Donitriptan monohydrochloride 		Neurotransmission		Agonist	5-HT1B/1D 	"Donitriptan is a potent, selective 5-HT1B/1D agonist.
"
6	4H	4	0	0	4	2	0.5	10		0	1		06	4H	S5567	220.23266	SP600125	Anthrapyrazolone; 1,9-Pyrazoloanthrone	Phosphorylation	Enzyme	Inhibitor	c-JNK	Selective c-Jun N-terminal kinase (c-JNK) inhibitor.
6	5A	4	0	0	4	1	0.25	30	4	1	1		06	5A	D9035	230.67419	Diazoxide		K+ Channel		Activator	ATP-sensitive	Activator of ATP-dependent K+ channels in both vascular smooth muscle and pancreatic beta-cells; antihypertensive
6	5B	4	0	1	3	0	0	40	2	0.666666667	0.75		06	5B	D9128	168.15056	3,4-Dihydroxyphenylacetic acid	DOPAC	Dopamine		Metabolite		Product of dopamine degradation by MAO and aldehyde dehydrogenase
6	5C	4	0	0	4	0	0	25		0	1		06	5C	D9175	336.24143	Dantrolene sodium	1-([5-(p-Nitrophenyl)furfurylidene]amino)hydantoin	Intracellular Calcium		Inhibitor	Release	Inhibits intracellular Ca2+ release from the sarcoplasmic reticulum; muscle relaxant.
6	5D	4	0	1	3	3	1	20		0	0.75		06	5D	D9190	231.08291	DCEBIO	5,6-Dichloro-1-ethyl-1,3-dihydro- 2H-benzimidazol-2-one	K+ Channel		Activator	hlK1	Increases epithelial chloride secretion through the synergistic activation of a basolateral membrane-located K+ channel (hlK1) and an apical membrane Cl- conductance
6	5E	4	1	0	3	0	0	70	3	1	1		06	5E	D9305	199.63578	1-Deoxynojirimycin hydrochloride	DNM; 1,5-Dideoxy-1,5-imino-D-sorbitol hydrochloride	Biochemistry	Enzyme	Inhibitor	alpha-glucosidase 	alpha-glucosidase I-II inhibitor
6	5F	4	0	0	4	1	0.25	30	4	1	1		06	5F	D9628	197.19232	L-3,4-Dihydroxyphenylalanine	L-DOPA; Levodopa	Dopamine		Precursor		Precursor to dopamine; antiparkinsonian agent
6	5G	4	0	0	4	0	0	40	4	1	1		06	5G	D9766	504.6376	Dipyridamole		Adenosine		Inhibitor		Coronary vasodilator; adenosine transport inhibitor
6	5H	4	0	0	4	2	0.5	25		0	1		06	5H	D9815	547.59143	Doxazosin mesylate	1-(4-amino-6,7-dimethoxy-2-quinazolinyl)-4-[4-(1,4-benzodioxan-2-yl)carpiperazin-1-yl)]-6,7-dimethoxyquinazoline mesylate	Adrenoceptor		Blocker	alpha1	alpha1 adrenoceptor blocker
6	6A	4	0	0	4	1	0.25	15	3	0.75	1		06	6A	D9891	480.90615	Doxycycline hydrochloride		Antibiotic			Protein synthesis	 6-deoxytetracycline antibiotic; interferes with protein synthesis
6	6B	4	0	1	3	2	0.666666667	10		0	0.75		06	6B	D002	260.13258	6,7-ADTN hydrobromide	(±)-2-Amino-6,7-dihydroxy-1,2,3,4-tetrahydro-naphthalene hydrobromide	Dopamine		Agonist		Dopamine receptor agonist
6	6C	4	0	0	4	4	1	15		0	1		06	6C	D003	317.8186	R(-)-Apocodeine hydrochloride	R(-)-10-Methoxy-11-hydroxyaporphine hydrochloride	Dopamine		Agonist		Dopamine receptor agonist; apomorphine metabolite
6	6D	4	0	2	2	1	0.5	10	2	1	0.5		06	6D	D027	331.84569	R(-)-Propylnorapomorphine hydrochloride	R(-)-NPA hydrochloride	Dopamine		Agonist	D2	Highly potent and selective D2 dopamine receptor agonist
6	6E	4	0	1	3	2	0.666666667	10		0	0.75		06	6E	SML0594	438.72171	CGP 55845 hydrochloride	(2S)-3-[[(1S)-1-(3,4-Dichlorophenyl)ethyl]amino-2-hydro xypropyl](phenylmethyl)phosphinic acid hydrochloride, CGP 55845A, CGP55845	GABA		Antagonist	GABA-B	Potent selective GABA-B receptor antagonist.
6	6F	3	1	0	2	2	1	5		0	1		06	6F	D030	392.29609	R(-)-2,10,11-Trihydroxy-N-propylnoraporphine hydrobromide	R(-)-TNPA HBr; R(-)-2-OH-NPA hydrobromide	Dopamine		Agonist	D2	Potent and selective D2 dopamine receptor agonist
6	6G	4	0	1	3	0	0	15	0	0	0.75	1 mouche est morte et bloating	06	6G	D031	318.25688	Dipropyldopamine hydrobromide		Dopamine		Agonist		Dopamine receptor agonist
6	6H	4	0	1	3	2	0.666666667			0	0.75	1 mouche est morte et bloating	06	6H	A9605	488.4375	AC-93253 iodide	2-[3-(1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)-1-propenyl]-3-ethyl-benzothiazolium iodide	Hormone		Agonist	RAR(a)	Potent, cell permeable, subtype selective retinoic acid receptor (RARalpha) agonist.
6	7A	4	0	0	4	2	0.5	5		0	1		06	7A	"SMl1066
"	389.28466	CYM50358 	N-[4-(aminomethyl)-2,6-dimethylphenyl]-5-(2,5-dichlorophenyl)-2-furancarboxamide	Lipids		Antagonist	S1P4	"CYM50358 is a potent, selective antagonist of the sphingosine-1-phosphate receptor 4 (S1P4). CYM50358 inhibits S1P4 with an IC50 of 25 nM. 
"
6	7B	4	0	1	3	2	0.666666667	20		0	0.75	1 mouche est GIGA-bloating	06	7B	M7945	334.42454	Mephetyl tetrazole	1-[2-(4-Methoxyphenyl)ethyl]-5-(1-p-tolylcyclopropyl)-1H-tetrazole	K+ Channel		Blocker	Kv1.5	Potent and selective Kv1.5 potassium channel blocker.
6	7C	4	0	0	4	3	0.75	20		0	1		06	7C	I9532	311.29971	Icilin	AG-3-5; 1-(2-Hydroxyphenyl)-4-(3-nitrophenyl)-1,2,3,6-tetrahydropyrimidin-2-one	Neurotransmission		Agonist	CMR1	Potent agonist at the CMR1 cold- and menthol-sensitive receptor.
6	7D	4	0	1	3	3	1	30		0	0.75		06	7D	D047	291.78036	(±)-SKF-38393 hydrochloride	(±)-1-Phenyl-2,3,4,5-tetrahydro-(1H)-3-benzazepine-7,8-diol hydrochloride	Dopamine		Antagonist	D1	D1 Dopamine receptor agonist
6	7E	4	0	1	3	1	0.333333333	15	3	1	0.75		06	7E	D052	523.49878	GBR-12909 dihydrochloride	1-[2-[bis(4-Fluorophenyl)methoxy]ethyl]-4-[3-phenylpropyl]piperazine dihydrochloride	Dopamine		Inhibitor	Reuptake	Selective dopamine reuptake inhibitor
6	7F	4	0	1	3	3	1	10		0	0.75		06	7F	D054	324.25308	R(+)-SCH-23390 hydrochloride	"R(+)-7-Chloro-8-hydroxy-3-
methyl-1-phenyl-2,3,4,5-tetrahydro-1H-3-benzazepine hydrochloride"	Dopamine		Antagonist	D1	Selective D1 dopamine receptor antagonist
6	7G	4	0	0	4	3	0.75	20		0	1		06	7G	N1415	371.93267	Naratriptan hydrochloride	Amerge, GR-85548A, N-Methyl-3-(1-methyl-4-piperidinyl)-1H-indole-5-ethanesulfonamide hydrochloride	Serotonin		Agonist	5-HT1B/1D 	Naratriptan hydrochloride is a Serotonin 5-HT1B/1D receptor agonist
6	7H	4	0	0	4	1	0.25	15	4	1	1		06	7H	D103	226.5346	(±)-2,3-Dichloro-alpha-methylbenzylamine hydrochloride	DCMB hydrochloride; LY-78335	Neurotransmission	Enzyme	Inhibitor	PNMT	Inhibitor of phenylethanolamine N-methyltransferase (PNMT); alpha2 adrenoceptor blocker
6	8A	4	0	0	4	3	0.75	5		0	1		06	8A	D104	451.35127	4-DAMP methiodide	4-Diphenylacetoxy-N-methylpiperidine methiodide	Cholinergic		Antagonist	M3	M3 muscarinic acetylcholine receptor antagonist.
6	8B	4	0	1	3	2	0.666666667	5		0	0.75		06	8B	D108	250.30286	1,3-Dipropyl-7-methylxanthine		Adenosine		Antagonist	A2	Caffeine analog with some selectivity for A2 adenosine receptors
6	8C	4	0	0	4	2	0.5	35		0	1		06	8C	D122	425.92188	Domperidone		Dopamine		Antagonist	D2	Peripheral dopamine receptor antagonist that does not cross the blood-brain barrier; anti-emetic
6	8D	4	0	1	3	2	0.666666667	20		0	0.75		06	8D	D126608	178.27666	Propofol		Cholinergic		Inhibitor	Muscarinic	Short acting general anesthetic
6	8E	4	0	0	4	2	0.5	25		0	1		06	8E	N2288	246.31176	Nefiracetam	2-(2-Oxopyrrolidin-1-yl)-N-(2,6-dimethylphenyl)-acetamide	Neurotransmission		Nootropic		Pyrrolidonetype nootropic agent with various pharmacologic as well as cognition-enhancing effects.
6	8F	4	0	0	4	3	0.75	2		0	1		06	8F	D129	399.31788	R(+)-Butylindazone	R(+)-DIOA	Ion Pump		Inhibitor	K+/Cl- transport	Potent [K+, Cl-]-cotransport inhibitor that shows no side effects on the bumetanimide-sensitive [Na+, K+, Cl-]-cotransport system
6	8G	4	0	0	4	2	0.5	15		0	1		06	8G	E2031	347.86381	Eliprodil	alpha-(4-Chlorophenyl)-4-[(4-fluorophenyl)methyl]-1-piperidineethanol	Glutamate		Antagonist	NMDA-polyamine	NR2B selective NMDA receptor antagonist (polyamine site); potential clinical use to treat both acute and chronic pain.
6	8H	4	0	0	4	4	1	25		0	1		06	8H	D131	200.10858	3,5-Dinitrocatechol	OR-486	Neurotransmission	Enzyme	Inhibitor	COMT	"Selective inhibitor of catechol O-methyl 
transferase (COMT)."
6	9A	4	0	0	4	1	0.25	10	2	0.5	1		06	9A	SMl0797	390.41177	Flibanserin	BIMT 17; BIMT 17BS; 1,3-Dihydro-1-[2-[4-[3-(trifluoromethyl)phenyl]-1-piperazinyl]ethyl]-2H-benzimidazol-2-one	Serotonin		Agonist/Antagonist	5-HT1A /5-HT2A	Flibanserin is a 5-HT1A receptor agonist and 5-HT2A receptor antagonist. Flibanserin has high affinity for human 5-HT1A receptors (Ki = 1 nm) and lower affinity for 5-HT2A (Ki = 49 nm) and D4 (Ki = 4–24 nm) receptors
6	9B	4	0	2	2	2	1	15		0	0.5		06	9B	A8054	197.12889	D(-)-2-Amino-5-phosphonopentanoic acid	D(-)-AP-5, D(-)-APV, D-2-Amino-5-phosphonovaleric acid	Glutamate		Antagonist	NMDA-glycine	Potent and selective antagonist for NMDA receptors
6	9C	4	0	1	3	2	0.666666667	15		0	0.75		06	9C	D134	218.2168	3,7-Dimethyl-1-propargylxanthine	DMPX	Adenosine		Antagonist	A2	A2 adenosine receptor antagonist.
6	9D	4	0	2	2	0	0	10	4	2	0.5	2 mouches sont mortes et bloating	06	9D	D138	258.06225	5,7-Dichlorokynurenic acid	5,7-Dichloro-4-hydroxyquinoline-2-carboxylic acid	Glutamate		Antagonist	NMDA-glycine	Potent excitatory amino acid receptor antagonist; active at the strychnine-insensitive glycine binding site of the NMDA glutamate receptor
6	9E	4	0	0	4	4	1	10		0	1		06	9E	SMl1245	360.20212	ML396	"N-(3-Chloro-4-((5-?chloropyridin-2-yl)oxy)phenyl)picolinamide, VU0422288 

"	Neurotransmittors		Modulator	mGlu group III PAM	ML396 is a potent positive allosteric modulator or metabotropic glutamate receptors group III (mGlu group III PAM). 
6	9F	4	0	0	4	4	1	15		0	1		06	9F	D14204	172.31618	1,10-Diaminodecane	DA10; Decamethylenediamine	Glutamate		Agonist (inverse)	NMDA-polyamine	Inverse agonist at the polyamine recognition site of the NMDA glutamate receptors
6	9G	4	0	0	4	3	0.75	30		0	1		06	9G	SML0252	305.37716	(+/-)-Anisodamine 	"(+/-)-6ß-Hydroxyhyoscyamine (+/-)-6-Hydroxyhyoscyamine a-(Hydroxymethyl)-benzeneacetic acid (aS)-rel-(1R,3S,5R,6S)-6-hydroxy-8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester 
"	Cholinergic		Antagonist	muscarinic	(+/-)-Anisodamine is a muscarinic receptor antagonist
6	9H	4	0	0	4	2	0.5	15		0	1		06	9H	B6813	542.03674	Benidipine hydrochloride 	"(4R)-rel-3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, 3-methyl 5-[(3R)-1-(phenylmethyl)-3-piperidinyl] ester, hydrochloride (1:1)
"	Ion Channel		Blocker	Calcium	"Calcium Channel Blocker
"
6	10A	4	0	0	4	3	0.75	5		0	1		06	10A	"A5181
"	362.35409	Anisotropine methyl bromide	8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide	Muscarinic		Antagonist		is a muscarinic antagonist and antispasmodic
6	10B	4	0	2	2	2	1	5	2	1	0.5		06	10B	D1920-6	126.11862	2,4-Diamino-6-pyrimidinone	DAHP; 2,4-Diamino-6-hydroxypyrimidine	Phosphorylation	Enzyme	Inhibitor	GTP cyclohydrolase I	Inhibitor of GTP cyclohydrolase I, the rate-limiting enzyme in tetrahydrobiopterin (BH4) biosynthesis; blocks the induction of nitric oxide synthesis
6	10C	4	0	1	3	1	0.333333333	10	3	1	0.75		06	10C	D193	218.63251	DL-alpha-Difluoromethylornithine hydrochloride	DFMO hydrochloride	Angiogenesis	Enzyme	Inhibitor	ODC	Selective irreversible ornithine decarboxylase (ODC) inhibitor.
6	10D	4	0	1	3	1	0.333333333	15	3	1	0.75		06	10D	S4443	277.3286	SCH-28080	2-Methyl-8-(phenylmethoxy)imidazo[1,2-a]pyridine-3-acetonitrile	Ion Channels	Enzyme	Inhibitor	H+/K+-ATPase	Potent inhibitor of gastric H+ and K+-ATPase.
6	10E	4	0	1	3	1	0.333333333	10	3	1	0.75		06	10E	V7264	313.87121	Venlafaxine hydrochloride	(+/-)-1-[2-(Dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexanol hydrochloride	Serotonin		Reuptake	5-HT and NE	Dual serotonin and norepinephrine reuptake inhibitor. Antidepressant.
6	10F	4	0	1	3	2	0.666666667	15		0	0.75		06	10F	E0137	223.27419	Vanillic acid diethylamide	Ethamivan	Vanilloid		Agonist		CNS and respiratory stimulant
6	10G	4	0	1	3	2	0.666666667	5		0	0.75		06	10G	E0381	344.84165	Epibestatin hydrochloride	([2R,3R]-3-Amino-2-hydroxy-4-phenylbutanoyl)-L-leucine hydrochloride	Biochemistry	Enzyme	Inhibitor	Metalloprotease	Metallo-protease inhibitor; aminopeptidase inhibitor
6	10H	4	0	0	4	1	0.25	10	4	1	1		06	10H	E0516	287.36182	Etodolac	1,8-Diethyl-1,3,4,9-tetrahydropyrano[3,4-b]indole-1-acetic acid	Prostaglandin	Enzyme	Inhibitor	COX	Non-steroidal anti-inflammatory drug (NSAID)
6	11A	4	0	0	4	2	0.5	5		0	1		06	11A	E1279	248.30564	Enoximone	1,3-Dihydro-4-methyl-5-[4-methylthiobenzoyl]-2H-imidazol-2-one	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	Selective phosphodiesterase III (PDE III) inhibitor
6	11B	4	0	1	3	0	0	10	2	0.666666667	0.75		06	11B	E1383	588.57059	Etoposide	Lastet	Apoptosis	Enzyme	Inhibitor	Topo II	Topoisomerase II inhibitor; induces apoptosis; cell cycle inhibitor
6	11C	4	0	0	4	3	0.75	5		0	1		06	11C	E1779	523.74021	ET-18-OCH3	3,5,9-Trioxa-4-phosphaheptacosan-1-aminium	Lipid	Enzyme	Inhibitor	PIPLC	Phosphoinositide-specific Phospholipase C (PI-PLC) inhibitor
6	11D	4	0	1	3	2	0.666666667	5		0	0.75		06	11D	Sml1038	339.84661	MKC-733    	"DDP733, N-(3R)-1-Azabicyclo[2.2.2]oct-3-yl-4,7-dihydro-7-oxo-thieno[3,2-b]pyridine-6-carboxamide hydrochloride, Pumosetrag 

"	"Serotonergics 
"		Agonist	5-HT3	MKC-733 is a 5-HT3 specific agonist
6	11E	4	0	0	4	3	0.75	5		0	1		06	11E	C8863	370.45799	7-Cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine		Phosphorylation	Enzyme	Inhibitor	Ick	Potent and selective Ick (src family tyrosine kinase) inhibitor.
